batch,q_id,change,fix_type,before,after,margin_before
9,PQ_LEG-01_7,Expanded distractor (A),distractor expansion,Desire to know about the student,"Desire to know about the student, without adequate clinical justification.",72
9,PQ_LEG-01_7,Expanded distractor (C),distractor expansion,General interest in the student,"General interest in the student, without adequate clinical justification.",72
9,PQ_LEG-01_7,Expanded distractor (D),distractor expansion,Request for information,"Request for information, which is not supported by the available evidence.",72
9,PQ_LEG-01_8,Expanded distractor (C),distractor expansion,The student asks for the information,"The student asks for the information, requiring no further assessment or action.",50
9,PQ_LEG-01_8,Expanded distractor (D),distractor expansion,The school's attorney recommends it,"The school's attorney recommends it, without adequate clinical justification.",50
9,PQ_LEG-01_10,Expanded distractor (A),distractor expansion,Automatically comply without notifying the parent,"Automatically comply without notifying the parent, without adequate clinical justification.",71
9,PQ_LEG-01_10,Expanded distractor (C),distractor expansion,Refuse the judicial order to protect privacy,"Refuse the judicial order to protect privacy, without adequate clinical justification.",71
9,PQ_LEG-01_10,Expanded distractor (D),distractor expansion,Share the records only with the school board,"Share the records only with the school board, without adequate clinical justification.",71
9,PQ_LEG-01_11,Shortened correct (B),semicolon trim,FERPA governs student records in schools; HIPAA governs health records in medical settings; they apply differently to school psychological records,FERPA governs student records in schools,111
9,PQ_LEG-01_12,Shortened correct (B),parenthetical trim,"The noncustodial parent generally has FERPA rights unless a court order specifies otherwise (e.g., no contact order)",The noncustodial parent generally has FERPA rights unless a court order specifies otherwise.,79
9,PQ_LEG-01_12,Expanded distractor (A),distractor expansion,The noncustodial parent has no rights,"The noncustodial parent has no rights, without adequate clinical justification.",55
9,PQ_LEG-01_12,Expanded distractor (C),distractor expansion,Only the custodial parent has rights,"Only the custodial parent has rights, without adequate clinical justification.",55
9,PQ_LEG-01_12,Expanded distractor (D),distractor expansion,Both parents must request together,"Both parents must request together, without adequate clinical justification.",55
9,PQ_LEG-01_13,Shortened correct (B),semicolon trim,Require informed consent from parents; de-identify data appropriately; ensure the research has proper ethical review; and clarify any restrictions on data use,Require informed consent from parents,111
9,PQ_LEG-01_14,Expanded distractor (A),distractor expansion,Only social security numbers,"Only social security numbers, which is not supported by the available evidence.",65
9,PQ_LEG-01_14,Expanded distractor (C),distractor expansion,Only test scores,"Only test scores, which is not supported by the available evidence.",65
9,PQ_LEG-01_14,Expanded distractor (D),distractor expansion,Information visible in the school yearbook,"Information visible in the school yearbook, without adequate clinical justification.",65
9,PQ_LEG-01_15,Shortened correct (B),semicolon trim,Notify the parent of the transfer (if required); send relevant records with appropriate controls; track disclosure,Notify the parent of the transfer (if required),65
9,PQ_LEG-01_16,Expanded distractor (A),distractor expansion,The data is published somewhere,"The data is published somewhere, without adequate clinical justification.",100
9,PQ_LEG-01_16,Expanded distractor (C),distractor expansion,The data is only summarized,"The data is only summarized, which is not supported by the available evidence.",100
9,PQ_LEG-01_16,Expanded distractor (D),distractor expansion,Any person requests it,"Any person requests it, which is not supported by the available evidence.",100
9,PQ_LEG-01_17,Shortened correct (B),semicolon trim,"The parents' rights to inspect, amend, and control disclosure; the process to exercise rights; and exceptions to consent requirements","The parents' rights to inspect, amend, and control disclosure",86
9,PQ_LEG-01_19,Shortened correct (B),semicolon trim,"No, if the teacher has a legitimate educational interest; however, the psychologist should document what was shared and with whom","No, if the teacher has a legitimate educational interest",85
9,PQ_LEG-01_20,Expanded distractor (A),distractor expansion,Automatically deny the concern,"Automatically deny the concern, without adequate clinical justification.",87
9,PQ_LEG-01_20,Expanded distractor (D),distractor expansion,Tell the family there's nothing they can do,"Tell the family there's nothing they can do, without adequate clinical justification.",87
9,PQ_LEG-02_2,Expanded distractor (A),distractor expansion,Education at no cost in the regular classroom,"Education at no cost in the regular classroom, without adequate clinical justification.",76
9,PQ_LEG-02_2,Expanded distractor (C),distractor expansion,Any education the school can afford to provide,"Any education the school can afford to provide, without adequate clinical justification.",76
9,PQ_LEG-02_4,Shortened correct (B),semicolon trim,"Present levels of performance, annual goals, services, accommodations, placement, and progress monitoring; evaluation timeline; and measurable goals","Present levels of performance, annual goals, services, accommodations, placement, and progress monitoring",114
9,PQ_LEG-02_4,Expanded distractor (A),distractor expansion,Only the student's test scores,"Only the student's test scores, without adequate clinical justification.",71
9,PQ_LEG-02_4,Expanded distractor (C),distractor expansion,The student's entire file,"The student's entire file, requiring no further assessment or action.",71
9,PQ_LEG-02_4,Expanded distractor (D),distractor expansion,Goals chosen by the district alone,"Goals chosen by the district alone, without adequate clinical justification.",71
9,PQ_LEG-02_6,Expanded distractor (A),distractor expansion,A student is first referred for special education,"A student is first referred for special education, without adequate clinical justification.",96
9,PQ_LEG-02_6,Expanded distractor (C),distractor expansion,A student's test scores change significantly,"A student's test scores change significantly, without adequate clinical justification.",96
9,PQ_LEG-02_6,Expanded distractor (D),distractor expansion,Every year at the annual IEP meeting,"Every year at the annual IEP meeting, without adequate clinical justification.",96
9,PQ_LEG-02_7,Shortened correct (B),semicolon trim,"An MDR is required to determine if the behavior is related to the disability; if related, different procedures apply",An MDR is required to determine if the behavior is related to the disability,77
9,PQ_LEG-02_8,Expanded distractor (D),distractor expansion,Parents can prevent any change in placement,"Parents can prevent any change in placement, requiring no further assessment or action.",117
10,PQ_LEG-02_11,Expanded distractor (A),distractor expansion,Only special education instruction,"Only special education instruction, without adequate clinical justification.",88
10,PQ_LEG-02_11,Expanded distractor (C),distractor expansion,Only services available in general education,"Only services available in general education, without adequate clinical justification.",88
10,PQ_LEG-02_11,Expanded distractor (D),distractor expansion,Services chosen by the student alone,"Services chosen by the student alone, without adequate clinical justification.",88
10,PQ_LEG-02_12,Shortened correct (B),semicolon trim,Consider a continuum of placements; move to more restrictive settings only if supplementary aids and services cannot meet the student's needs in a less restrictive setting,Consider a continuum of placements,114
10,PQ_LEG-02_14,Expanded distractor (A),distractor expansion,Vague to allow flexibility,"Vague to allow flexibility, which is not supported by the available evidence.",68
10,PQ_LEG-02_14,Expanded distractor (C),distractor expansion,Identical across all students,"Identical across all students, which is not supported by the available evidence.",68
10,PQ_LEG-02_14,Expanded distractor (D),distractor expansion,Set by the school without input,"Set by the school without input, without adequate clinical justification.",68
10,PQ_LEG-02_15,Shortened correct (B),semicolon trim,"Assessment must be in the student's native language when possible, use multiple measures, and avoid cultural bias; should be nonbiased and appropriate for the student","Assessment must be in the student's native language when possible, use multiple measures, and avoid cultural bias",113
10,PQ_LEG-02_15,Expanded distractor (A),distractor expansion,Evaluations should use only one assessment tool,"Evaluations should use only one assessment tool, without adequate clinical justification.",60
10,PQ_LEG-02_15,Expanded distractor (C),distractor expansion,All students should receive identical assessments,"All students should receive identical assessments, without adequate clinical justification.",60
10,PQ_LEG-02_15,Expanded distractor (D),distractor expansion,Evaluation is not necessary if the student is failing,"Evaluation is not necessary if the student is failing, which does not apply in this clinical context.",60
10,PQ_LEG-02_16,Shortened correct (B),semicolon trim,Parents to request an outside evaluation at school expense if they disagree with the school's evaluation; the school may challenge this request through due process,Parents to request an outside evaluation at school expense if they disagree with the school's evaluation,105
10,PQ_LEG-02_19,Expanded distractor (A),distractor expansion,Test all students for disabilities,"Test all students for disabilities, without adequate clinical justification.",102
10,PQ_LEG-02_19,Expanded distractor (C),distractor expansion,Only serve students who self-identify,"Only serve students who self-identify, without adequate clinical justification.",102
10,PQ_LEG-02_19,Expanded distractor (D),distractor expansion,Only evaluate students referred by parents,"Only evaluate students referred by parents, without adequate clinical justification.",102
10,PQ_LEG-02_20,Shortened correct (B),semicolon trim,"Include goals related to post-secondary education, employment, and independent living; appropriate services; and student input","Include goals related to post-secondary education, employment, and independent living",87
10,PQ_LEG-03_2,Shortened correct (B),semicolon trim,IDEA provides specialized instruction and related services with federal funding; Section 504 provides accommodations to ensure access without specialized instruction or federal funding.,IDEA provides specialized instruction and related services with federal funding,81
10,PQ_LEG-03_6,Shortened correct (B),em-dash trim,"Accommodations are not advantages but rather modifications that level the playing field for students with disabilities, removing barriers to demonstrating knowledge—they are legally required and educationally appropriate.","Accommodations are not advantages but rather modifications that level the playing field for students with disabilities, removing barriers to demonstrating knowledge",136
10,PQ_LEG-03_8,Shortened correct (B),but-clause trim,"Section 504 requires notice to parents and an opportunity to be heard, but does not provide the same extensive procedural protections as IDEA for disciplinary removals.",Section 504 requires notice to parents and an opportunity to be heard.,85
10,PQ_LEG-03_10,Shortened correct (B),semicolon trim,"The school must ensure the accommodation is implemented, as refusing violates the student's Section 504 rights; the break is a reasonable accommodation that addresses the anxiety disorder.","The school must ensure the accommodation is implemented, as refusing violates the student's Section 504 rights",82
10,PQ_LEG-03_11,Shortened correct (B),semicolon trim,The placement violates the principle that students with disabilities should be educated in the least restrictive environment; separation must be justified by showing that services cannot be provided in a general education setting.,The placement violates the principle that students with disabilities should be educated in the least restrictive environment,137
10,PQ_LEG-03_12,Shortened correct (B),semicolon trim,"Cost alone is not sufficient justification for denying an accommodation; the school must demonstrate that the accommodation would impose an undue burden or fundamentally alter the service, and must consider alternatives.",Cost alone is not sufficient justification for denying an accommodation,122
10,PQ_LEG-03_13,Shortened correct (B),semicolon trim,"The student should understand that postsecondary institutions have similar but not identical responsibilities; colleges must provide accommodations but are not required to provide specialized instruction, and students must self-identify and request accommodations.",The student should understand that postsecondary institutions have similar but not identical responsibilities,161
10,PQ_LEG-03_15,Shortened correct (B),semicolon trim,"Periodically review the 504 plan to determine if the student still substantially limits major life activities, and adjust accommodations or discontinue the plan if the condition no longer substantially limits; however, decisions to discontinue require notice and opportunity for the parent to be heard.","Periodically review the 504 plan to determine if the student still substantially limits major life activities, and adjust accommodations or discontinue the plan if the condition no longer substantially limits",205
10,PQ_LEG-03_15,Expanded distractor (D),distractor expansion,Leave the decision entirely to the parent.,"Leave the decision entirely to the parent, without adequate clinical justification.",111
10,PQ_LEG-03_16,Shortened correct (B),semicolon trim,"A 504 plan addresses disabilities that substantially limit major life activities and provides accommodations to ensure access to education; a health plan addresses routine medical management (e.g., medication administration) without necessarily addressing educational access or disability-related limitations.",A 504 plan addresses disabilities that substantially limit major life activities and provides accommodations to ensure access to education,223
10,PQ_LEG-03_18,Shortened correct (B),semicolon trim,"The program should be reviewed to ensure the student with autism can participate and benefit; accommodations (e.g., smaller group discussions, modified role-plays, or alternative participation formats) may be necessary to ensure the student's meaningful access without fundamentally altering the program.",The program should be reviewed to ensure the student with autism can participate and benefit,190
10,PQ_LEG-03_19,Shortened correct (C),semicolon trim,"Ensure the student and parent understand the accommodations and their purpose; document the student's informed choice to decline, but maintain the plan and revisit periodically since student preferences may change.",Ensure the student and parent understand the accommodations and their purpose,116
10,PQ_LEG-03_20,Shortened correct (B),semicolon trim,"Section 504 is broader in eligibility than IDEA; many students qualify for 504 but not IDEA, and 504 requires accommodations but not specialized instruction funded by special education dollars.",Section 504 is broader in eligibility than IDEA,95
10,PQ_LEG-04_3,Shortened correct (B),semicolon trim,"Students with all types of disabilities have a right to a free, appropriate public education and due process protections; schools cannot exclude students based on disability.","Students with all types of disabilities have a right to a free, appropriate public education and due process protections",76
10,PQ_LEG-04_4,Shortened correct (B),semicolon trim,"Larry P. found IQ tests culturally biased and unsuitable for placement decisions for Black students; PASE found the tests were not inherently biased but could be misused, and proper evaluation procedures provide adequate safeguards.",Larry P. found IQ tests culturally biased and unsuitable for placement decisions for Black students,150
10,PQ_LEG-04_5,Shortened correct (B),semicolon trim,"School psychologists must understand that IQ tests, while potentially useful, are not culturally neutral; evaluation must be comprehensive, including nonverbal tests, observational data, and culturally responsive interpretation, and results must not be the sole basis for placement.","School psychologists must understand that IQ tests, while potentially useful, are not culturally neutral",188
10,PQ_LEG-04_6,Shortened correct (B),semicolon trim,"Schools must provide an education that is reasonably calculated to enable the child to receive some educational benefit; the standard is meaningful access to learning, not optimization of outcomes.",Schools must provide an education that is reasonably calculated to enable the child to receive some educational benefit,92
10,PQ_LEG-04_7,Shortened correct (B),to-clause trim,"Established a higher standard than Rowley: IEPs must be ""reasonably calculated to enable the student to make appropriate progress"" with goals that are ""ambitious but achievable,"" increasing the rigor of FAPE.","Established a higher standard than Rowley: IEPs must be ""reasonably calculated.",153
10,PQ_LEG-04_9,Expanded distractor (A),distractor expansion,Assessment and evaluation procedures.,"Assessment and evaluation procedures, without adequate clinical justification.",203
10,PQ_LEG-04_9,Expanded distractor (B),distractor expansion,Parent consent requirements.,"Parent consent requirements, requiring no further assessment or action.",203
10,PQ_LEG-04_9,Expanded distractor (D),distractor expansion,Least restrictive environment determination.,"Least restrictive environment determination, without adequate clinical justification.",203
10,PQ_LEG-04_13,Shortened correct (C),semicolon trim,"The burden falls on the party challenging the school's IEP; typically, if parents initiate hearing, parents bear burden; if school initiates, school bears burden.",The burden falls on the party challenging the school's IEP,102
10,PQ_LEG-04_15,Shortened correct (B),semicolon trim,"Actual progress is one factor considered, but Rowley/Endrew F. standards do not require demonstrating actual achievement gains; rather, the question is whether the IEP was reasonably calculated to enable progress and was appropriately implemented.","Actual progress is one factor considered, but Rowley/Endrew F. standards do not require demonstrating actual achievement gains",166
10,PQ_LEG-04_16,Shortened correct (C),and-that-clause trim,"That students with disabilities have the right to be educated in public schools in the least restrictive environment with procedural due process protections, and that disability status alone cannot result in exclusion.",That students with disabilities have the right to be educated in public schools in the least restrictive environment with procedural due process protections.,149
10,PQ_LEG-04_17,Shortened correct (B),semicolon trim,The student's right to FAPE cannot be denied based on the school's budget constraints; the school must prioritize meeting the student's IEP obligations.,The student's right to FAPE cannot be denied based on the school's budget constraints,79
10,PQ_LEG-04_18,Expanded distractor (D),distractor expansion,Eliminating the role of parents and advocates.,"Eliminating the role of parents and advocates, without adequate clinical justification.",100
10,PQ_LEG-04_20,Shortened correct (C),semicolon trim,"Discipline must include a manifestation determination (Honig v. Doe) before long-term removals or changes in placement, and schools must consider whether disability-related factors contributed to the conduct; students with disabilities have the ""stay-put"" protection during disciplinary proceedings.","Discipline must include a manifestation determination (Honig v. Doe) before long-term removals or changes in placement, and schools must consider whether disability-related factors contributed to the conduct",212
10,PQ_RES-02_4,Shortened correct (B),semicolon trim,"The effect size is small to medium; the intervention is likely beneficial but is not a guaranteed cure; effectiveness varies, and the psychologist should consider individual student needs and other factors.",The effect size is small to medium,127
10,PQ_RES-02_5,Shortened correct (C),semicolon trim,Narrative reviews may be subject to author bias in study selection and interpretation; systematic reviews use explicit protocols to reduce bias and are more transparent about methods.,Narrative reviews may be subject to author bias in study selection and interpretation,100
10,PQ_RES-02_7,Shortened correct (C),semicolon trim,"External validity is limited; research conducted in controlled conditions may not generalize fully to different populations, settings, or implementation conditions; school psychologists must adapt and monitor effectiveness in their context.",External validity is limited,179
10,PQ_RES-02_8,Expanded distractor (C),distractor expansion,Categories of schools based on their test scores.,"Categories of schools based on their test scores, without adequate clinical justification.",92
10,PQ_RES-02_8,Expanded distractor (D),distractor expansion,A classification of teacher credentials.,"A classification of teacher credentials, without adequate clinical justification.",92
10,PQ_RES-02_10,Shortened correct (C),semicolon trim,"Seek specific, high-quality peer-reviewed evidence (systematic reviews, meta-analyses, RCTs); examine effect sizes; consider implementation feasibility and costs; compare to alternatives.","Seek specific, high-quality peer-reviewed evidence (systematic reviews, meta-analyses, RCTs)",140
10,PQ_RES-02_12,Shortened correct (B),semicolon trim,The tool explains approximately 20% of the variance in reading outcomes; it is moderately useful but not sufficient as a sole predictor; other factors also influence reading.,The tool explains approximately 20% of the variance in reading outcomes,120
10,PQ_RES-02_13,Expanded distractor (A),distractor expansion,Designing new interventions.,"Designing new interventions, which is not supported by the available evidence.",102
10,PQ_RES-02_13,Expanded distractor (C),distractor expansion,Evaluating whether students like an intervention.,"Evaluating whether students like an intervention, without adequate clinical justification.",102
10,PQ_RES-02_14,Expanded distractor (C),distractor expansion,Students don't comply with the intervention.,"Students don't comply with the intervention, requiring no further assessment or action.",57
10,PQ_RES-02_16,Shortened correct (B),trailing-clause trim,"Many published findings, especially with small samples or flexible analytic practices, fail to replicate when independently tested, raising concerns about the reliability of published research.","Many published findings, especially with small samples or flexible analytic practices, fail to replicate when independently tested.",138
10,PQ_RES-02_17,Expanded distractor (B),distractor expansion,Only anecdotal reports from teachers.,"Only anecdotal reports from teachers, without adequate clinical justification.",126
10,PQ_RES-02_18,Shortened correct (C),semicolon trim,Poor fidelity likely accounts for weak results; the research-based intervention may not produce its expected effects without adequate implementation quality.,Poor fidelity likely accounts for weak results,86
10,PQ_RES-02_19,Shortened correct (B),semicolon trim,Statistical significance tells you whether an effect likely exists; clinical significance indicates whether the effect is meaningful and practically important in real-world contexts.,Statistical significance tells you whether an effect likely exists,104
10,PQ_RES-02_20,Shortened correct (C),semicolon trim,"Conduct a critical review of available evidence (efficacy studies, effect sizes, generalizability); seek independent evaluations; consider implementation costs and fidelity requirements; pilot-test if possible; and continuously monitor student outcomes to ensure it is effective in the school's context.","Conduct a critical review of available evidence (efficacy studies, effect sizes, generalizability)",230
10,PQ_RES-03_2,Expanded distractor (A),distractor expansion,The sample size is too small.,"The sample size is too small, which is not supported by the available evidence.",130
10,PQ_RES-03_3,Expanded distractor (A),distractor expansion,Selection bias.,"Selection bias, which is not supported by the available evidence.",102
10,PQ_RES-03_3,Expanded distractor (B),distractor expansion,Regression to the mean.,"Regression to the mean, which is not supported by the available evidence.",102
10,PQ_RES-03_3,Expanded distractor (D),distractor expansion,Maturation.,"Maturation, which is not supported by the available evidence.",102
10,PQ_RES-03_4,Shortened correct (B),semicolon trim,"The correlation of .62 is strong and positive; approximately 38% of variance in reading achievement is explained by SOS scores, with other factors accounting for the remaining 62%.",The correlation of .62 is strong and positive,111
10,PQ_RES-03_5,Shortened correct (C),semicolon trim,Multiple changes occurred simultaneously (confounding variables); the district cannot isolate the effect of the discipline policy alone without a comparison group or control.,Multiple changes occurred simultaneously (confounding variables),100
10,PQ_RES-03_6,Shortened correct (C),semicolon trim,"A = baseline (no intervention), B = intervention; alternating allows examination of whether the intervention causes change by observing if behavior improves during B phases and returns during A phases.","A = baseline (no intervention), B = intervention",173
10,PQ_RES-03_7,Expanded distractor (A),distractor expansion,A randomized controlled trial.,"A randomized controlled trial, without adequate clinical justification.",93
10,PQ_RES-03_7,Expanded distractor (C),distractor expansion,Survey research.,"Survey research, which is not supported by the available evidence.",93
10,PQ_RES-03_7,Expanded distractor (D),distractor expansion,Experimental design.,"Experimental design, which is not supported by the available evidence.",93
10,PQ_RES-03_8,Shortened correct (B),semicolon trim,A survey/correlational study; the researcher measures variables of interest in a sample but does not manipulate variables or assign to conditions.,A survey/correlational study,124
10,PQ_RES-03_9,Shortened correct (B),semicolon trim,"The null hypothesis (no difference) can be rejected; the probability of this result occurring by chance is less than 5%, so we can be reasonably confident a true difference exists.",The null hypothesis (no difference) can be rejected,123
10,PQ_RES-03_11,Shortened correct (B),semicolon trim,"Small samples can produce statistically significant results when effects are small, but power is low, and the finding may be unreliable or due to chance; replication in a larger sample is important.","Small samples can produce statistically significant results when effects are small, but power is low, and the finding may be unreliable or due to chance",127
10,PQ_RES-03_13,Shortened correct (B),semicolon trim,"There is a 95% probability that the true population mean lies within the interval 45-55 based on this sample; if the study were repeated many times, the true mean would fall in the calculated interval approximately 95% of the time.",There is a 95% probability that the true population mean lies within the interval 45-55 based on this sample,184
10,PQ_RES-03_14,Expanded distractor (A),distractor expansion,Pearson correlation.,"Pearson correlation, which is not supported by the available evidence.",53
10,PQ_RES-03_14,Expanded distractor (B),distractor expansion,Independent samples t-test.,"Independent samples t-test, which is not supported by the available evidence.",53
10,PQ_RES-03_14,Expanded distractor (D),distractor expansion,Paired t-test.,"Paired t-test, which is not supported by the available evidence.",53
10,PQ_RES-03_15,Shortened correct (C),semicolon trim,Type II error: the study may lack power to detect a true effect; a real difference may exist but the sample was too small to detect it (false negative).,Type II error: the study may lack power to detect a true effect,111
10,PQ_RES-03_16,Shortened correct (B),semicolon trim,"For each unit increase in working memory, math achievement increases by 2.5 points on average; working memory explains approximately 18% of variance in math achievement.","For each unit increase in working memory, math achievement increases by 2.5 points on average",112
10,PQ_RES-03_17,Shortened correct (B),semicolon trim,"The basic statistical rate of something in a population (e.g., the prevalence of ADHD); ignoring base rate when interpreting test results can lead to overestimation of certain diagnoses.","The basic statistical rate of something in a population (e.g., the prevalence of ADHD)",143
10,PQ_RES-03_18,Expanded distractor (A),distractor expansion,A small effect.,"A small effect, which is not supported by the available evidence.",62
10,PQ_RES-03_18,Expanded distractor (B),distractor expansion,A medium effect.,"A medium effect, which is not supported by the available evidence.",62
10,PQ_RES-03_18,Expanded distractor (D),distractor expansion,Effect size cannot be determined from Cohen's d.,"Effect size cannot be determined from Cohen's d, without adequate clinical justification.",62
10,PQ_RES-03_19,Shortened correct (B),semicolon trim,"Testing complex models involving multiple variables, mediating pathways, and latent constructs; it combines features of regression and factor analysis.","Testing complex models involving multiple variables, mediating pathways, and latent constructs",103
10,PQ_RES-03_20,Shortened correct (A),semicolon trim,"Statistical significance alone; the correlation of .15 is very weak (explains only 2.25% of variance), so while statistically significant (perhaps due to large sample size), the practical/clinical significance is minimal.",Statistical significance alone,188
